Порядковое число администрации и комитета,Название организации  (спортивного объекта),Сфера деятельности (вид спорта),Тип (каток/лыжная трасса),Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Время суток (день/ ночь/ день и ночь),Расположение (открытый/закрытый),Стоимость услуг (платно/ бесплатно),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Наличие кафе на территории (да/нет),Иные услуги (перечень),Освещение
14.007,ГБУ СШ «Манеж» Петродворцового района Санкт-Петербурга,"Хоккей, катание на коньках",Каток,"п.Стрельна,Санкт-Петербургское шоссе, д.128 , строение 1",None,"59.913528,29.763898",Ст. Метро проспект Ветеранов,Петродворцовый,8(812) 422-08-33,Сайт: http://www.manezh-spb.ru/,Работающий,9.00-23.00,День,Закрытый,Бесплатно,Интеллектуальные нарушения,False,False,True,False,False,Тренировочные занятия воспитанников спортивных школ бесплатно. Массовые катания не проводятся,Имеется
14.008,ОО«Русская деревня Шуваловка»,"Хоккей, катание на коньках",Каток,"Петергоф, Санкт-Петербургское шоссе, д. 111",None,"59.868234,29.977931",Ст. Метро проспект Ветеранов,Петродворцовый,8(964) 612-46-51,Сайт: https://www.shuvalovka.ru,Работающий,9.00-23.00,День,Открытый,Платно,Интеллектуальные нарушения,True,True,True,True,True,None,Имеется
14.009,Местная администрация МО г. Петергоф,"Хоккей, катание на коньках",Каток,"Петергоф, ул.Разводная, д. 25",None,"59.874797,29.89843",Ст. Метро проспект Ветеранов,Петродворцовый,8(812) 450-54-18 8(812) 450-60-36,Сайт: mo-petergof.spb.ru,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Имеется
14.010,Местная администрация МО г. Ломоносов,"Хоккей, катание на коньках",Каток,"Ломоносов, Ораниенбаумский пр. д. 37, к.1",None,"59.897727,29.774579",Ст. Метро проспект Ветеранов,Петродворцовый,8 (812) 422-73-76,Сайт: mo-lomonosov.ru,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Внутридворовое
14.011,СПбГБУ «Центр спорта Петродворцового района»,"Хоккей, катание на коньках",Каток,"г. Ломоносов, ул.Михайловская, д.29 литера А",None,"59.907777,29.767413",Ст. Метро проспект Ветеранов,Петродворцовый,8(812)661-17-95,Сайт: http://www центр-спорта.рф,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,Интеллектуальные нарушения,False,True,True,False,False,Массовые катания проводятся ежедневно. Пн-Пт 14.00-21.00 Сб-Вс. 12.00-21.00,Имеется
14.012,РЖД,Катание на коньках,Каток,"Петергоф, Привокзальная площадь",None,"59.863615,29.925485",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Имеется
14.013,АО СПП «Флора»,Передвижение на лыжах,Лыжная трасса,"Петергоф, ул.Зверинская, д.6",Александрийский (Пролетарский парк),"59.875709,29.926574",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Отсутствует
14.014,"Петергоф, Луговой парк",Передвижение на лыжах,Лыжная трасса,"Петергоф, Луговой парк",None,"59.848579,29.879631",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Отсутствует
14.015,Территория лесопарка,Передвижение на лыжах,Лыжная трасса,"Ломоносов, ул.Краснопрудская, д.5","Ломоносов, территория примыкающая к Красному пруду","59.903038,29.760314",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Отсутствует
14.016,Территория Петродворцового района и Ленинградской области,Передвижение на лыжах,Лыжная трасса,"Петергоф, ул.Троицкая,д.2",Троицкая гора,"59.869271,29.845108",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,False,False,False,None,Отсутствует
14.017,АО СПП «Флора»,Передвижение на лыжах,Лыжная трасса,"Петергоф, Английский парк",None,"59.880442,29.878496",Ст. Метро проспект Ветеранов,Петродворцовый,None,None,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,None,False,False,True,False,False,None,Отсутствует
15.1,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Белоостровская, д. 23","Ул. Белоостровская, д. 23","59.987697,30.316968",М. Черная речка,Приморский,2400169,Https://vk.com/sport_v_primorskom,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Имеется
15.2,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Дибуновская, д. 9","Ул. Дибуновская, д. 9","59.986441,30.280333",М. Черная речка,Приморский,2400169,Https://vk.com/club25608333,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Внутридворовое
15.3,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"ул. Стародеревенская, д. 24","Ул. Стародеревенская, д. 24","60.001101,30.243109",М. Комендантский проспект,Приморский,2400169,Https://vk.com/clubstd24,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Внутридворовое
15.4,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, аллея Поликарпова, д.8","Ал. Поликарпова, д. 8","60.006406,30.288394",М. Пионерская,Приморский,2400169,,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.5,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Байконурская, д. 19","Ул. Байконурская, д. 19","60.009468,30.278861",М. Пионерская,Приморский,2400169,Vk.com/katok105,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.6,СПб ГБУ «Центр спорта Приморского района» (земельный участок принадлежит администрации Приморского района Санкт-Петербурга),Коньки,Каток,"г.Санкт-Петербург, проспект Королёва, дом 31, корпус 1, литера В",Парк «Озеро Долгое»,"60.01691,30.262919",М. Комендантский проспект,Приморский,2400169,Https://vk.com/centrsporta,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Парковое
15.7,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, пр. Авиаконструкторов, д. 8","Пр. Авиаконструкторов, д. 8","60.011825,30.242121",М. Комендантский проспект,Приморский,2400169,Https://vk.com/sabotage2010,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Внутридворовое
15.8,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, пр. Авиаконструкторов, д. 13","Пр. Авиаконструкторов, д. 13","60.012025,30.247542",М. Комендантский проспект,Приморский,2400169,Https://vk.com/public176909720,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.9,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Савушкина, д. 107","Ул. Савушкина, д. 107","59.985485,30.240465","М. Беговая, м. Старая деревня",Приморский,2400169,Https://vk.com/club23559959,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Внутридворовое
15.10,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"ул. Камышовая, д. 42","Ул. Камышовая, д. 42","60.008385,30.217839",М. Комендантский проспект,Приморский,2400169,Https://vk.com/public207871034,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Отсутствует
15.11,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Яхтенная, д. 6","Ул. Яхтенная, д. 6","59.986225,30.21316",М. Беговая,Приморский,2400169,Https://vk.com/savushkina122,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.12,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Савушкина, д. 122","Ул. Савушкина, д. 122","59.987039,30.210357",М. Беговая,Приморский,2400169,Https://vk.com/savushkina122,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.13,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, ул. Байконурская, д. 5","Ул. Байконурская, д. 5","59.987066,30.210492",М. Пионерская,Приморский,2400169,Https://vk.com/katok105,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,True,False,False,False,,Внутридворовое
15.14,СПб ГБУ «Центр спорта Приморского района»,Коньки,Каток,"Санкт-Петербург, пр. Королёва, д.59","Пр. Королёва, д.59","60.028456,30.247838",М. Комендантский проспект,Приморский,2400169,,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Внутридворовое
15.15,"СПб ГБУ ""Центр спорта Приморского района""",Коньки,каток,"Санкт-Петербург, Комендантский пр., д. 37","Комендантский пр., д. 37","60.024396,30.242701",м. Комендантский проспект,Приморский,2400169,https://vk.com/rink_on_shavrova_21,временно приостановлено посещение,9.00-22.00,день,открытый,бесплатно,нет,False,False,False,False,False,,внутридворовое
15.16,"СПб ГБУ ""Центр спорта Приморского района"" (земельный участок принадлежит Комитету по благоустройству)",Лыжи,лыжная трасса,"Санкт-Петербург, Коломяжский, д. 17 к.2",Удельный парк,"60.006685,30.308167",м. Удельная,Приморский,2400169,,временно приостановлено посещение,9.00-22.00,день,открытый,бесплатно,нет,False,False,False,False,False,,парковое
15.17,"СПб ГБУ ""Центр спорта Приморского района"" (земельный участок принадлежит Комитету по благоустройству)",Лыжи,лыжная трасса,"Санкт-Петербург, Приморский пр., д. 72",Парк 300-летия Санкт-Петербурга,"59.983728,30.201812",м. Беговая,Приморский,2400169,,временно приостановлено посещение,9.00-22.00,день,открытый,бесплатно,нет,False,False,False,False,False,,парковое
15.18,"СПб ГБУ ""Центр спорта Приморского района"" (земельный участок принадлежит СПб ГКУ ""Дирекция особо охраняемых природных территорий Санкт-Петербурга""",Лыжи,лыжная трасса,"Санкт-Петербург, Приморское шоссе, 4, лит.А",Комплексный государственный природный заказник «Северное побережье Невской губы»,"59.993016,30.096974",Жд станция Ольгино,Приморский,2400169,,временно приостановлено посещение,9.00-22.00,день,открытый,бесплатно,нет,False,False,False,False,False,,отсутствует
15.19,"Школа хоккея ""Метеор""",Хоккей,каток,"Санкт-Петербург, Красногвардейский пер., д.15, лит. Д","Хоккейный клуб ""Метеор""","59.981926,30.325383",м. Черная речка,Приморский,614-50-47,https://hc-meteor.com/,работающий,6.00-23.00,день,закрытый,платно,"нарушения слуха, интеллектуальные нарушения",True,True,True,False,True,,имеется
15.20,СПб ГБУ СШОР фигурного катания на коньках,"Фигурное катание, массовое катание",каток,"Санкт-Петербург, Туполевская ул., д.4",СПб ГБУ СШОР фигурного катания на коньках,"60.003223,30.263304",м. Комендантский проспект,Приморский,342-65-40 342-65-02,https://figure-skate.ru/,работающий,вс с 14:00 -22:15,день,закрытый,платно,"нарушение слуха, нарушение зрения, интеллектуаьные нарушения, частично доступно",True,True,True,True,True,,имеется
15.21,СПб ГБОУ школа № 45 Приморского района,"Хоккей, катание на коньках",каток,"Санкт-Петербург, Маршала Новикова, д.8, к.2",СПб ГБОУ школа № 45 Приморского района,"60.01227,30.265905",м. Комендантский проспект,Приморский,395-26-91,http://sckola45.spb.ru/,временно приостановлено посещение,09:00-21:00,день,открытый,бесплатно,нет,False,False,False,False,False,,имеется
15.22,СПб ГБОУ школа № 440 Приморского района,"Хоккей, катание на коньках",Каток,"Санкт-Петербург, ул. Хвойная, д.35",СПб ГБОУ школа № 440 Приморского района,"60.000832,30.138505",М. Беговая,Приморский,417-62-42,Http://xn--440-5cd3cgu2f.xn--p1ai/,Временно приостановлено посещение,10:00-22:00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Имеется
15.23,СПб ГБОУ школа № 555 Приморского района,"Хоккей, катание на коньках",каток,"Санкт-Петербург, Комендантский пр. д.17, корп.3",СПб ГБОУ школа № 555 Приморского района,"60.012874,30.260031",м. Комендантский проспект,Приморский,348-85-80,http://555school.spb.ru/,временно приостановлено посещение,"08:00-20:00, кроме воскресения",день,открытый,бесплатно,нет,False,False,False,False,False,,имеется
15.24,СПб ГБОУ школа № 634 Приморского района,"Хоккей, катание на коньках",Каток,"Санкт-Петербург, Щербакова ул., д.16, лит.А",СПб ГБОУ школа № 634 Приморского района,"60.026329,30.291177",М. Удельная,Приморский,241-31-04,Http://school634.com/,Временно приостановлено посещение,08:00-20:00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,,Имеется
15.25,СПб ГБОУ школа № 438 Приморского района,"Хоккей, катание на коньках",Каток,"Санкт-Петербург, пос. Лисий Нос, Новоцентральная ул., д.21",СПб ГБОУ школа № 438 Приморского района,"60.009511,30.006075",М. Беговая,Приморский,417-31-57,Https://school438.ru/,Временно приостановлено посещение,В часы работы образовательной оргнаизации,День,Открытый,Только для обучающихся школы 438,Нет,False,False,True,False,False,,Имеется
15.27,ООО «Стрела» каток «Богатырь»,Коньки,Каток,"Санкт-Петербург, ул. Гаккелевская, д. 23","Гаккелевская ул., д.23, угол Гаккелевской ул. и Богатырского проспекта","60.001428,30.25881",М. Комендантский проспект,Приморский,8(999)232-87-87,Https://ice-bogatyr.ru/,Временно приостановлено посещение,11:00-23:00,День,Открытый,Платно,Есть,True,True,True,True,True,,Имеется
15.28,Каток в Континенте,Коньки,каток,"Санкт-Петербург, ул. Байконурская, д. 14, лит. А.","ТРК ""Континент""","60.001973,30.272187","м. Комендантский проспект, м. Пионерская",Приморский,904-38-35,https://ba.trkcontinent.ru/entertaintment/igrovaya-zona/katok-v-kontinente/,работающий,10.00-21.45,день,закрытый,платно,"С нарушением слуха, зрения, интеллектуальными нарушениями (при наличии сопровождающего)",True,False,True,True,False,заточка коньков,имеется
15.29,"СПб ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""","Хоккей, шорт-трек, танцы на льду",каток,"Санкт-Петербург, ул. Мебельная 33, лит.А","СПб ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""","59.994209,30.205264",м. Беговая,Приморский,350-78-69,http://school-internat576.ru/,работающий,круглосуточно,круглосуточно,закрытый,"только для обучающихся ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""",нет,False,False,True,False,False,,имеется
15.30,"СПб ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""","Хоккей, шорт-трек, танцы на льду",каток,"Санкт-Петербург, Маршала Новикова, д.14","СПб ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""","60.017419,30.269259",м. Комендантский проспект,Приморский,350-78-69,http://school-internat576.ru/,работающий,круглосуточно,круглосуточно,закрытый,"только для обучающихся ГБПОУ ""Академия ледовых видов спорта ""Динамо Санкт-Петербург""",нет,False,False,True,False,False,,имеется
15.31,"Спортивный комплекс ""Iceburg Arena""","Хоккей,фигурное катание",каток,"Санкт-Петербург, ул. Парашютная, д.11","Санкт-Петербург, ул. Парашютная, д.11","60.017482,30.282905",м. Пионерская,Приморский,330-33-33,https://iceburgarena.ru/,работающий,06:00-24:00,день,закрытый,платно,есть,True,False,True,True,True,заточка коньков,имеется
16.001,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Павловск, Горная улица, дом 14, литера А",,"59.6646556,30.4105399",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Доступен,False,True,False,False,False,,Имеется
16.002,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Пушкин, Ленинградская улица, дом 36, литера А",,"59.7291316,30.4080516",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.003,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Пушкин, Сапёрная улица, дом 42, корпус 1, литера А",,"59.7017574925737,30.38416799636325",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.004,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Пушкин, улица Генерала Хазова, дом 34, литера А",,"59.73964140571164,30.41682509026144",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.005,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Пушкин, Железнодорожная улица, дом 56в, литера А",,"59.73395,30.4191167",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.006,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Пушкин, бульвар Алексея Толстого, дом 20, литера А",,"59.73054,30.4169142",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.007,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"посёлок Шушары, Школьная улица, дом 22, литера А",,"59.810156,30.3752382",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,True,False,False,False,,Имеется
16.008,СПб ГБУ ЦФКСЗ «Царское Село»,"Хоккей, катание на коньках",Каток,"город Павловск, Садовая улица, дом 20, литера Б",,"59.6899017,30.4452887",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,"Пн-пт 14.00 - 18.45, сб-вс 12:00-18:45",День,Открытый,Бесплатно,Частично доступен,True,True,True,False,True,,Имеется
16.009,МО Шушары,"Хоккей, катание на коньках",Каток,"посёлок Шушары, территория Ленсоветовский, дом 11, литера А",,"59.759200297107405,30.47137251044895",М. Купчино,Пушкинский,8 (812) 438-59-58,Https://мошушары.рф/,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Имеется
16.010,МО Шушары,"Хоккей, катание на коньках",Каток,"посёлок Шушары, Пулковское, дом 33, литера А",,"59.75961685717517,30.365802813154385",М. Московская,Пушкинский,8 (812) 438-59-58,Http://мошушары.рф/ https://vk.com/mamo_shushary,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Отсутствует
16.011,МО Шушары,"Хоккей, катание на коньках",Каток,"посёлок Шушары, территория Детскосельский, Колпинское шоссе, дом 55, литера А",,"59.72878826283449,30.469223633986964",М. Купчино,Пушкинский,8 (812) 438-59-58,Http://мошушары.рф/,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Имеется
16.012,МО Павловск,"Хоккей, катание на коньках",Каток,"город Павловск, Берёзовая улица, дом 25, литера А",,"59.68678222989538,30.42693759798768",М. Купчино,Пушкинский,8 (812) 465-14-66,Http://mo-pavlovsk.ru/,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Отсутствует
16.013,МО Павловск,"Хоккей, катание на коньках",Каток,"город Павловск, Динамо, Новая улица, дом 10, литера А",,"59.65486626126018,30.4005158786306",М. Купчино,Пушкинский,8 (812) 465-14-66,Http://mo-pavlovsk.ru/,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Имеется
16.014,ООО «Клуб друзей»,Катание на коньках,Каток,"город Пушкин, Садовая улица, дом 3, литера А",Треугольная площадь,"59.715309,30.391683",М. Купчино,Пушкинский,8 (905) 267-05-35,Https://vk.com/skatering,Временно приостановлено посещение,12.00 - 21.00,День,Открытый,Платно,Частично доступен,True,True,True,True,True,,Имеется
16.015,Центр семейного досуга «Каскад»,Катание на коньках,Каток,"Санкт-Петербург, город Пушкин, Гуммолосары, Горная улица, дом 2, литера А",,"59.693119341692174,30.414924323449675",М. Купчино,Пушкинский,8 981-990-01-56,Http://kaskad-club.ru/. https://vk.com/cddkaskad,Временно приостановлено посещение,10:00-21:00,День,Открытый,Платно,Частично доступен,False,False,False,False,False,,Имеется
16.016,Ледовая арена «Пулково»,"Хоккей, катание на коньках",Каток,"посёлок Шушары, Петербургское шоссе, дом 60, корпус 6, строение 1",,"59.75828,30.361211",М. Московская,Пушкинский,7 (812) 403-33-00,"Https://www.pulkovisoty.ru, https://vk.com/pulkovisoty",Работающий,Время массовых катаний необходимо уточнять на сайте организации,День,Закрытый,Платно,Частично доступен,True,True,True,True,True,,Имеется
16.017,СПб ГБУ ЦФКСЗ «Царское Село»,Передвижение на лыжах,Лыжная трасса,"город Пушкин, Софийский бульвар, дом 3д, литера А",Нижний (Отдельный) парк,"59.711314,30.420223",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Круглосуточно,День и ночь,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Отсутствует
16.018,СПб ГБУ ЦФКСЗ «Царское Село»,Передвижение на лыжах,Лыжная трасса,"Санкт-Петербург, город Павловск, Садовая улица, дом 20, сооружение 3",Павловский парк,"59.685898852373406,30.46071499575192",М. Купчино,Пушкинский,8(812)4766811,Https://cfkcs.ru/ https://vk.com/cfkcsnews,Временно приостановлено посещение,Ежедневно с 07:00 до 19:00,День,Открытый,Бесплатно,Частично доступен,False,False,False,False,False,,Отсутствует
16.019,Спортивный центр «Арена ракета»,"Хоккей, катание на коньках",Каток,"Санкт-Петербург, посёлок Шушары, Новгородский проспект, дом 10, корпус 2",,"59.80681023036661,30.37001788594353",М. Купчино,Пушкинский,8(812)993-67-67,"Https://ice-arenaraketa.ru/hockey_hour, https://vk.com/arenaraketa",Работающий,Время массовых катаний необходимо уточнять на сайте организации,День,Закрытый,Платно,Частично доступен,True,True,True,True,True,,Имеется
16.020,КДЦ «Green Park»,Катание на коньках,Каток,"посёлок Шушары, территория Славянка, Ростовская улица, дом 20, строение 1",,"59.742585297892546,30.47102808908676",М. Купчино,Пушкинский,8 (900) 659-30-29,Https://greenkatok.vsite.pro/?ysclid=lq6jmp8zyd939718323 https://vk.com/greenkatok?ysclid=lq6jn1udcd25572648,Временно приостановлено посещение,12:00-21:00,День,Открытый,Платно,Частично доступен,True,False,True,True,True,,Имеется
17.001,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Альпийский пер., д. 10","Альпийский пер., участок 10 (у дома 10)","59.852042,30.372717",Проспект Славы,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Отсутствует
17.002,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Белградская ул., д. 10, корп. 1","Белградская ул., участок 16 (у дома 10, корпус 1)","59.867881,30.36112",Бухарестская,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Имеется
17.003,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Будапештская ул., д. 8, корп. 1","Будапештская ул., участок 59 (у дома 8, корпус 1)","59.872695,30.36872",Бухарестская,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Имеется
17.004,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Бухарестская ул., д. 120, корп. 1","Бухарестская ул., участок 77 (у дома 120, корпус 1)","59.845692,30.408768",Дунайский проспект,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Отсутствует
17.005,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Дунайский пр., д. 53, корп. 2","Дунайский пр., участок 20 (у дома 53, корпус 2)","59.841638,30.416967",Дунайский проспект,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Отсутствует
17.006,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Пражская ул., д. 7, корп. 1","Пражская ул., участок 17 (у дома 7, корпус 1)","59.878068,30.382642",Международная,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Отсутствует
17.007,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Пражская ул., д. 20","Пражская ул., участок 18 (у дома 20)","59.876284,30.387911",Международная,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Имеется
17.008,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, катание на коньках, офп на льду",Каток,"Санкт-Петербург, Бухарестская ул., д. 39, корп. 1","Бухарестская ул., д. 39, корп. 1","59.862429,30.387868",Проспект Славы,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Имеется
17.009,СПБ ГБУ Центр ФКСиЗ Фрунзенского района,"Хоккей, офп на льду",Каток,"Санкт-Петербург, Бухарестская улица, д. 78","Бухарестская улица, участок 76 (у дома 78)","59.869679,30.383678",Международная,Фрунзенский,(812)246-26-29,Http://fizkult-frunz.ru/objects/,Временно приостановлено посещение,По согласованию,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Имеется
